PROFIL,R51 Breite,R52 Stärke,R60,R61,R20,R40,R41,,,
PR_002,4,2.6,13.00,2.01, ,0.20,,,,
PR_002,4,2.7,13.00,2.00, ,0.20,,,,
PR_002,4,2.8,13.00,2.00, ,0.20,,,,
PR_002,4,2.9,13.00,2.00, ,0.20,,,,
PR_002,4,3.0,13.00,2.00, ,0.20,,,,
PR_002,4,3.1,13.00,2.01, ,0.20,,,,
PR_002,4.5,0.8,14.00,4.74, ,0.20,,,,
PR_002,4.5,0.9,14.00,4.28, ,0.20,,,,
PR_002,4.5,1.0,14.00,3.92, ,0.20,,,,
PR_002,4.5,1.1,14.00,3.63, ,0.20,,,,
PR_002,4.5,1.2,14.00,3.40, ,0.20,,,,
PR_002,4.5,1.3,14.00,3.20, ,0.20,,,,
PR_002,4.5,1.4,14.00,3.04, ,0.20,,,,
PR_002,4.5,1.5,14.00,2.91, ,0.20,,,,
PR_002,4.5,1.6,14.00,2.80, ,0.20,,,,
PR_002,4.5,1.7,14.00,2.70, ,0.20,,,,
PR_002,4.5,1.8,14.00,2.62, ,0.20,,,,
PR_002,4.5,1.9,14.00,2.55, ,0.20,,,,
PR_002,4.5,2.0,14.00,2.49, ,0.20,,,,
PR_002,4.5,2.1,14.00,2.44, ,0.20,,,,
PR_002,4.5,2.2,14.00,2.40, ,0.20,,,,
PR_002,4.5,2.3,14.00,2.37, ,0.20,,,,
PR_002,4.5,2.4,14.00,2.34, ,0.20,,,,
PR_002,4.5,2.5,14.00,2.31, ,0.20,,,,
PR_002,4.5,2.6,14.00,2.29, ,0.20,,,,
PR_002,4.5,2.7,14.00,2.28, ,0.20,,,,
PR_002,4.5,2.8,14.00,2.27, ,0.20,,,,
PR_002,4.5,2.9,14.00,2.26, ,0.20,,,,
PR_002,4.5,3.0,14.00,2.25, ,0.20,,,,
PR_002,4.5,3.1,14.00,2.25, ,0.20,,,,
PR_002,5,0.8,15.00,5.78, ,0.20,,,,
PR_002,5,0.9,15.00,5.21, ,0.20,,,,
PR_002,5,1.0,15.00,4.75, ,0.20,,,,
PR_002,5,1.1,15.00,4.39, ,0.20,,,,
PR_002,5,1.2,15.00,4.09, ,0.20,,,,
PR_002,5,1.3,15.00,3.85, ,0.20,,,,
PR_002,5,1.4,15.00,3.64, ,0.20,,,,
PR_002,5,1.5,15.00,3.47, ,0.20,,,,
PR_002,5,1.6,15.00,3.32, ,0.20,,,,
PR_002,5,1.7,15.00,3.19, ,0.20,,,,
PR_002,5,1.8,15.00,3.08, ,0.20,,,,
PR_002,5,1.9,15.00,2.99, ,0.20,,,,
PR_002,5,2.0,15.00,2.91, ,0.20,,,,
PR_002,5,2.1,15.00,2.84, ,0.20,,,,
PR_002,5,2.2,15.00,2.78, ,0.20,,,,
PR_002,5,2.3,15.00,2.73, ,0.20,,,,
PR_002,5,2.4,15.00,2.69, ,0.20,,,,
PR_002,5,2.5,15.00,2.65, ,0.20,,,,
PR_002,5,2.6,15.00,2.62, ,0.20,,,,
PR_002,5,2.7,15.00,2.59, ,0.20,,,,
PR_002,5,2.8,15.00,2.57, ,0.20,,,,
PR_002,5,2.9,15.00,2.55, ,0.20,,,,
PR_002,5,3.0,15.00,2.53, ,0.20,,,,
PR_002,5,3.1,15.00,2.52, ,0.20,,,,
PR_002,5.5,0.8,16.00,6.94, ,0.20,,,,
PR_002,5.5,0.9,16.00,6.23, ,0.20,,,,
PR_002,5.5,1.0,16.00,5.68, ,0.20,,,,
PR_002,5.5,1.1,16.00,5.23, ,0.20,,,,
PR_002,5.5,1.2,16.00,4.86, ,0.20,,,,
PR_002,5.5,1.3,16.00,4.56, ,0.20,,,,
PR_002,5.5,1.4,16.00,4.30, ,0.20,,,,
PR_002,5.5,1.5,16.00,4.08, ,0.20,,,,
PR_002,5.5,1.6,16.00,3.90, ,0.20,,,,
PR_002,5.5,1.7,16.00,3.74, ,0.20,,,,
PR_002,5.5,1.8,16.00,3.60, ,0.20,,,,
PR_002,5.5,1.9,16.00,3.48, ,0.20,,,,
PR_002,5.5,2.0,16.00,3.37, ,0.20,,,,
PR_002,5.5,2.1,16.00,3.28, ,0.20,,,,
PR_002,5.5,2.2,16.00,3.20, ,0.20,,,,
PR_002,5.5,2.3,16.00,3.13, ,0.20,,,,
PR_002,5.5,2.4,16.00,3.07, ,0.20,,,,
PR_002,5.5,2.5,16.00,3.02, ,0.20,,,,
PR_002,5.5,2.6,16.00,2.97, ,0.20,,,,
PR_002,5.5,2.7,16.00,2.93, ,0.20,,,,
PR_002,5.5,2.8,16.00,2.90, ,0.20,,,,
PR_002,5.5,2.9,16.00,2.87, ,0.20,,,,
PR_002,5.5,3.0,16.00,2.84, ,0.20,,,,
PR_002,5.5,3.1,16.00,2.82, ,0.20,,,,
PR_002,6,0.8,17.00,8.20, ,0.20,,,,
PR_002,6,0.9,17.00,7.36, ,0.20,,,,
PR_002,6,1.0,17.00,6.69, ,0.20,,,,
PR_002,6,1.1,17.00,6.15, ,0.20,,,,
PR_002,6,1.2,17.00,5.71, ,0.20,,,,
PR_002,6,1.3,17.00,5.33, ,0.20,,,,
PR_002,6,1.4,17.00,5.02, ,0.20,,,,
PR_002,6,1.5,17.00,4.76, ,0.20,,,,
PR_002,6,1.6,17.00,4.53, ,0.20,,,,
PR_002,6,1.7,17.00,4.33, ,0.20,,,,
PR_002,6,1.8,17.00,4.16, ,0.20,,,,
PR_002,6,1.9,17.00,4.01, ,0.20,,,,
PR_002,6,2.0,17.00,3.88, ,0.20,,,,
PR_002,6,2.1,17.00,3.76, ,0.20,,,,
PR_002,6,2.2,17.00,3.66, ,0.20,,,,
PR_002,6,2.3,17.00,3.57, ,0.20,,,,
PR_002,6,2.4,17.00,3.49, ,0.20,,,,
PR_002,6,2.5,17.00,3.42, ,0.20,,,,
PR_002,6,2.6,17.00,3.36, ,0.20,,,,
PR_002,6,2.7,17.00,3.31, ,0.20,,,,
PR_002,6,2.8,17.00,3.26, ,0.20,,,,
PR_002,6,2.9,17.00,3.21, ,0.20,,,,
PR_002,6,3.0,17.00,3.18, ,0.20,,,,
PR_002,6,3.1,17.00,3.14, ,0.20,,,,
PR_002,6.5,0.8,18.00,9.58, ,0.20,,,,
PR_002,6.5,0.9,18.00,8.58, ,0.20,,,,
PR_002,6.5,1.0,18.00,7.79, ,0.20,,,,
PR_002,6.5,1.1,18.00,7.15, ,0.20,,,,
PR_002,6.5,1.2,18.00,6.62, ,0.20,,,,
PR_002,6.5,1.3,18.00,6.18, ,0.20,,,,
PR_002,6.5,1.4,18.00,5.81, ,0.20,,,,
PR_002,6.5,1.5,18.00,5.49, ,0.20,,,,
PR_002,6.5,1.6,18.00,5.22, ,0.20,,,,
PR_002,6.5,1.7,18.00,4.98, ,0.20,,,,
PR_002,6.5,1.8,18.00,4.77, ,0.20,,,,
PR_002,6.5,1.9,18.00,4.59, ,0.20,,,,
PR_002,6.5,2.0,18.00,4.43, ,0.20,,,,
PR_002,6.5,2.1,18.00,4.29, ,0.20,,,,
PR_002,6.5,2.2,18.00,4.16, ,0.20,,,,
PR_002,6.5,2.3,18.00,4.05, ,0.20,,,,
PR_002,6.5,2.4,18.00,3.95, ,0.20,,,,
PR_002,6.5,2.5,18.00,3.86, ,0.20,,,,
PR_002,6.5,2.6,18.00,3.78, ,0.20,,,,
PR_002,6.5,2.7,18.00,3.71, ,0.20,,,,
PR_002,6.5,2.8,18.00,3.65, ,0.20,,,,
PR_002,6.5,2.9,18.00,3.59, ,0.20,,,,
PR_002,6.5,3.0,18.00,3.54, ,0.20,,,,
PR_002,6.5,3.1,18.00,3.50, ,0.20,,,,
PR_002,7,0.8,19.00,11.06, ,0.20,,,,
PR_002,7,0.9,19.00,9.90, ,0.20,,,,
PR_002,7,1.0,19.00,8.98, ,0.20,,,,
PR_002,7,1.1,19.00,8.23, ,0.20,,,,
PR_002,7,1.2,19.00,7.61, ,0.20,,,,
PR_002,7,1.3,19.00,7.09, ,0.20,,,,
PR_002,7,1.4,19.00,6.66, ,0.20,,,,
PR_002,7,1.5,19.00,6.28, ,0.20,,,,
PR_002,7,1.6,19.00,5.96, ,0.20,,,,
PR_002,7,1.7,19.00,5.68, ,0.20,,,,
PR_002,7,1.8,19.00,5.43, ,0.20,,,,
PR_002,7,1.9,19.00,5.21, ,0.20,,,,
PR_002,7,2.0,19.00,5.02, ,0.20,,,,
PR_002,7,2.1,19.00,4.85, ,0.20,,,,
PR_002,7,2.2,19.00,4.70, ,0.20,,,,
PR_002,7,2.3,19.00,4.57, ,0.20,,,,
PR_002,7,2.4,19.00,4.45, ,0.20,,,,
PR_002,7,2.5,19.00,4.34, ,0.20,,,,
PR_002,7,2.6,19.00,4.24, ,0.20,,,,
PR_002,7,2.7,19.00,4.15, ,0.20,,,,
PR_002,7,2.8,19.00,4.07, ,0.20,,,,
PR_002,7,2.9,19.00,4.00, ,0.20,,,,
PR_002,7,3.0,19.00,3.94, ,0.20,,,,
PR_002,7,3.1,19.00,3.88, ,0.20,,,,
PR_002,7.5,0.8,20.00,12.66, ,0.20,,,,
PR_002,7.5,0.9,20.00,11.32, ,0.20,,,,
PR_002,7.5,1.0,20.00,10.25, ,0.20,,,,
PR_002,7.5,1.1,20.00,9.39, ,0.20,,,,
PR_002,7.5,1.2,20.00,8.67, ,0.20,,,,
PR_002,7.5,1.3,20.00,8.08, ,0.20,,,,
PR_002,7.5,1.4,20.00,7.57, ,0.20,,,,
PR_002,7.5,1.5,20.00,7.13, ,0.20,,,,
PR_002,7.5,1.6,20.00,6.75, ,0.20,,,,
PR_002,7.5,1.7,20.00,6.43, ,0.20,,,,
PR_002,7.5,1.8,20.00,6.14, ,0.20,,,,
PR_002,7.5,1.9,20.00,5.88, ,0.20,,,,
PR_002,7.5,2.0,20.00,5.66, ,0.20,,,,
PR_002,7.5,2.1,20.00,5.46, ,0.20,,,,
PR_002,7.5,2.2,20.00,5.28, ,0.20,,,,
PR_002,7.5,2.3,20.00,5.12, ,0.20,,,,
PR_002,7.5,2.4,20.00,4.98, ,0.20,,,,
PR_002,7.5,2.5,20.00,4.85, ,0.20,,,,
PR_002,7.5,2.6,20.00,4.73, ,0.20,,,,
PR_002,7.5,2.7,20.00,4.63, ,0.20,,,,
PR_002,7.5,2.8,20.00,4.53, ,0.20,,,,
PR_002,7.5,2.9,20.00,4.44, ,0.20,,,,
PR_002,7.5,3.0,20.00,4.37, ,0.20,,,,
PR_002,7.5,3.1,20.00,4.29, ,0.20,,,,
PR_002,8,0.8,21.00,14.36, ,0.20,,,,
PR_002,8,0.9,21.00,12.83, ,0.20,,,,
PR_002,8,1.0,21.00,11.62, ,0.20,,,,
PR_002,8,1.1,21.00,10.63, ,0.20,,,,
PR_002,8,1.2,21.00,9.81, ,0.20,,,,
PR_002,8,1.3,21.00,9.13, ,0.20,,,,
PR_002,8,1.4,21.00,8.54, ,0.20,,,,
PR_002,8,1.5,21.00,8.04, ,0.20,,,,
PR_002,8,1.6,21.00,7.61, ,0.20,,,,
PR_002,8,1.7,21.00,7.23, ,0.20,,,,
PR_002,8,1.8,21.00,6.90, ,0.20,,,,
PR_002,8,1.9,21.00,6.60, ,0.20,,,,
PR_002,8,2.0,21.00,6.34, ,0.20,,,,
PR_002,8,2.1,21.00,6.11, ,0.20,,,,
PR_002,8,2.2,21.00,5.90, ,0.20,,,,
PR_002,8,2.3,21.00,5.71, ,0.20,,,,
PR_002,8,2.4,21.00,5.55, ,0.20,,,,
PR_002,8,2.5,21.00,5.39, ,0.20,,,,
PR_002,8,2.6,21.00,5.26, ,0.20,,,,
PR_002,8,2.7,21.00,5.13, ,0.20,,,,
PR_002,8,2.8,21.00,5.02, ,0.20,,,,
PR_002,8,2.9,21.00,4.91, ,0.20,,,,
PR_002,8,3.0,21.00,4.82, ,0.20,,,,
PR_002,8,3.1,21.00,4.73, ,0.20,,,,
PR_002,8.5,0.8,22.00,16.18, ,0.20,,,,
PR_002,8.5,0.9,22.00,14.45, ,0.20,,,,
PR_002,8.5,1.0,22.00,13.07, ,0.20,,,,
PR_002,8.5,1.1,22.00,11.95, ,0.20,,,,
PR_002,8.5,1.2,22.00,11.02, ,0.20,,,,
PR_002,8.5,1.3,22.00,10.24, ,0.20,,,,
PR_002,8.5,1.4,22.00,9.58, ,0.20,,,,
PR_002,8.5,1.5,22.00,9.01, ,0.20,,,,
PR_002,8.5,1.6,22.00,8.51, ,0.20,,,,
PR_002,8.5,1.7,22.00,8.08, ,0.20,,,,
PR_002,8.5,1.8,22.00,7.70, ,0.20,,,,
PR_002,8.5,1.9,22.00,7.37, ,0.20,,,,
PR_002,8.5,2.0,22.00,7.07, ,0.20,,,,
PR_002,8.5,2.1,22.00,6.80, ,0.20,,,,
PR_002,8.5,2.2,22.00,6.56, ,0.20,,,,
PR_002,8.5,2.3,22.00,6.34, ,0.20,,,,
PR_002,8.5,2.4,22.00,6.15, ,0.20,,,,
PR_002,8.5,2.5,22.00,5.97, ,0.20,,,,
PR_002,8.5,2.6,22.00,5.81, ,0.20,,,,
PR_002,8.5,2.7,22.00,5.67, ,0.20,,,,
PR_002,8.5,2.8,22.00,5.54, ,0.20,,,,
PR_002,8.5,2.9,22.00,5.41, ,0.20,,,,
PR_002,8.5,3.0,22.00,5.30, ,0.20,,,,
PR_002,8.5,3.1,22.00,5.20, ,0.20,,,,
PR_002,9,0.8,23.00,18.10, ,0.20,,,,
PR_002,9,0.9,23.00,16.16, ,0.20,,,,
PR_002,9,1.0,23.00,14.61, ,0.20,,,,
PR_002,9,1.1,23.00,13.35, ,0.20,,,,
PR_002,9,1.2,23.00,12.30, ,0.20,,,,
PR_002,9,1.3,23.00,11.43, ,0.20,,,,
PR_002,9,1.4,23.00,10.68, ,0.20,,,,
PR_002,9,1.5,23.00,10.04, ,0.20,,,,
PR_002,9,1.6,23.00,9.48, ,0.20,,,,
PR_002,9,1.7,23.00,8.99, ,0.20,,,,
PR_002,9,1.8,23.00,8.56, ,0.20,,,,
PR_002,9,1.9,23.00,8.18, ,0.20,,,,
PR_002,9,2.0,23.00,7.84, ,0.20,,,,
PR_002,9,2.1,23.00,7.53, ,0.20,,,,
PR_002,9,2.2,23.00,7.26, ,0.20,,,,
PR_002,9,2.3,23.00,7.01, ,0.20,,,,
PR_002,9,2.4,23.00,6.79, ,0.20,,,,
PR_002,9,2.5,23.00,6.59, ,0.20,,,,
PR_002,9,2.6,23.00,6.41, ,0.20,,,,
PR_002,9,2.7,23.00,6.24, ,0.20,,,,
PR_002,9,2.8,23.00,6.09, ,0.20,,,,
PR_002,9,2.9,23.00,5.95, ,0.20,,,,
PR_002,9,3.0,23.00,5.82, ,0.20,,,,
PR_002,9,3.1,23.00,5.70, ,0.20,,,,
PR_002,9.5,0.8,24.00,20.14, ,0.20,,,,
PR_002,9.5,0.9,24.00,17.97, ,0.20,,,,
PR_002,9.5,1.0,24.00,16.24, ,0.20,,,,
PR_002,9.5,1.1,24.00,14.83, ,0.20,,,,
PR_002,9.5,1.2,24.00,13.66, ,0.20,,,,
PR_002,9.5,1.3,24.00,12.68, ,0.20,,,,
PR_002,9.5,1.4,24.00,11.84, ,0.20,,,,
PR_002,9.5,1.5,24.00,11.12, ,0.20,,,,
PR_002,9.5,1.6,24.00,10.49, ,0.20,,,,
PR_002,9.5,1.7,24.00,9.95, ,0.20,,,,
PR_002,9.5,1.8,24.00,9.46, ,0.20,,,,
PR_002,9.5,1.9,24.00,9.03, ,0.20,,,,
PR_002,9.5,2.0,24.00,8.65, ,0.20,,,,
PR_002,9.5,2.1,24.00,8.31, ,0.20,,,,
PR_002,9.5,2.2,24.00,8.00, ,0.20,,,,
PR_002,9.5,2.3,24.00,7.72, ,0.20,,,,
PR_002,9.5,2.4,24.00,7.47, ,0.20,,,,
PR_002,9.5,2.5,24.00,7.24, ,0.20,,,,
PR_002,9.5,2.6,24.00,7.03, ,0.20,,,,
PR_002,9.5,2.7,24.00,6.84, ,0.20,,,,
PR_002,9.5,2.8,24.00,6.67, ,0.20,,,,
PR_002,9.5,2.9,24.00,6.51, ,0.20,,,,
PR_002,9.5,3.0,24.00,6.36, ,0.20,,,,
PR_002,9.5,3.1,24.00,6.22, ,0.20,,,,
PR_002,10,0.8,25.00,22.28, ,0.20,,,,
PR_002,10,0.9,25.00,19.87, ,0.20,,,,
PR_002,10,1.0,25.00,17.95, ,0.20,,,,
PR_002,10,1.1,25.00,16.39, ,0.20,,,,
PR_002,10,1.2,25.00,15.09, ,0.20,,,,
PR_002,10,1.3,25.00,14.00, ,0.20,,,,
PR_002,10,1.4,25.00,13.07, ,0.20,,,,
PR_002,10,1.5,25.00,12.26, ,0.20,,,,
PR_002,10,1.6,25.00,11.57, ,0.20,,,,
PR_002,10,1.7,25.00,10.96, ,0.20,,,,
PR_002,10,1.8,25.00,10.42, ,0.20,,,,
PR_002,10,1.9,25.00,9.94, ,0.20,,,,
PR_002,10,2.0,25.00,9.51, ,0.20,,,,
PR_002,10,2.1,25.00,9.13, ,0.20,,,,
PR_002,10,2.2,25.00,8.78, ,0.20,,,,
PR_002,10,2.3,25.00,8.47, ,0.20,,,,
PR_002,10,2.4,25.00,8.18, ,0.20,,,,
PR_002,10,2.5,25.00,7.93, ,0.20,,,,
PR_002,10,2.6,25.00,7.69, ,0.20,,,,
PR_002,10,2.7,25.00,7.48, ,0.20,,,,
PR_002,10,2.8,25.00,7.28, ,0.20,,,,
PR_002,10,2.9,25.00,7.10, ,0.20,,,,
PR_002,10,3.0,25.00,6.93, ,0.20,,,,
PR_002,10,3.1,25.00,6.78, ,0.20,,,,
PR_003,3,0.8,3.54,3.54, ,0.10,0.10,,,
PR_003,3,0.9,3.19,3.19, ,0.12,0.12,,,
PR_003,3,1.0,2.91,2.91, ,0.15,0.15,,,
PR_003,3,1.1,2.69,2.69, ,0.17,0.17,,,
PR_003,3,1.2,2.50,2.50, ,0.20,0.20,,,
PR_003,3,1.3,2.35,2.35, ,0.22,0.22,,,
PR_003,3,1.4,2.22,2.22, ,0.26,0.26,,,
PR_003,3,1.5,2.11,2.11, ,0.29,0.29,,,
PR_003,3,1.6,2.02,2.02, ,0.33,0.33,,,
PR_003,3,1.7,1.94,1.94, ,0.37,0.37,,,
PR_003,3,1.8,1.88,1.88, ,0.42,0.42,,,
PR_003,3,1.9,1.82,1.82, ,0.47,0.47,,,
PR_003,3,2.0,1.77,1.77, ,0.53,0.53,,,
PR_003,3,2.1,1.72,1.72, ,0.60,0.60,,,
PR_003,3,2.2,1.69,1.69, ,0.67,0.67,,,
PR_003,3,2.3,1.65,1.65, ,0.75,0.75,,,
PR_003,3,2.4,1.63,1.63, ,0.84,0.84,,,
PR_003,3,2.5,1.60,1.60, ,0.94,0.94,,,
PR_003,3,2.6,1.58,1.58, ,1.05,1.05,,,
PR_003,3,2.7,1.56,1.56, ,1.17,1.17,,,
PR_003,3,2.8,1.55,1.55, ,1.30,1.30,,,
PR_003,3,2.9,1.54,1.54, ,1.41,1.41,,,
PR_003,3,3.0,1.53,1.53, ,1.50,1.50,,,
PR_003,3,3.1,1.52,1.52, ,1.48,1.48,,,
PR_003,3.5,0.8,4.76,4.76, ,0.10,0.10,,,
PR_003,3.5,0.9,4.27,4.27, ,0.12,0.12,,,
PR_003,3.5,1.0,3.89,3.89, ,0.13,0.13,,,
PR_003,3.5,1.1,3.57,3.57, ,0.16,0.16,,,
PR_003,3.5,1.2,3.32,3.32, ,0.18,0.18,,,
PR_003,3.5,1.3,3.10,3.10, ,0.20,0.20,,,
PR_003,3.5,1.4,2.92,2.92, ,0.23,0.23,,,
PR_003,3.5,1.5,2.76,2.76, ,0.26,0.26,,,
PR_003,3.5,1.6,2.63,2.63, ,0.29,0.29,,,
PR_003,3.5,1.7,2.52,2.52, ,0.32,0.32,,,
PR_003,3.5,1.8,2.42,2.42, ,0.36,0.36,,,
PR_003,3.5,1.9,2.33,2.33, ,0.40,0.40,,,
PR_003,3.5,2.0,2.26,2.26, ,0.44,0.44,,,
PR_003,3.5,2.1,2.19,2.19, ,0.49,0.49,,,
PR_003,3.5,2.2,2.13,2.13, ,0.54,0.54,,,
PR_003,3.5,2.3,2.08,2.08, ,0.60,0.60,,,
PR_003,3.5,2.4,2.03,2.03, ,0.66,0.66,,,
PR_003,3.5,2.5,1.99,1.99, ,0.73,0.73,,,
PR_003,3.5,2.6,1.96,1.96, ,0.81,0.81,,,
PR_003,3.5,2.7,1.92,1.92, ,0.89,0.89,,,
PR_003,3.5,2.8,1.90,1.90, ,0.98,0.98,,,
PR_003,3.5,2.9,1.87,1.87, ,1.08,1.08,,,
PR_003,3.5,3.0,1.85,1.85, ,1.19,1.19,,,
PR_003,3.5,3.1,1.83,1.83, ,1.31,1.31,,,
PR_003,4,0.8,6.17,6.17, ,0.09,0.09,,,
PR_003,4,0.9,5.53,5.53, ,0.11,0.11,,,
PR_003,4,1.0,5.01,5.01, ,0.13,0.13,,,
PR_003,4,1.1,4.60,4.60, ,0.15,0.15,,,
PR_003,4,1.2,4.25,4.25, ,0.17,0.17,,,
PR_003,4,1.3,3.97,3.97, ,0.19,0.19,,,
PR_003,4,1.4,3.72,3.72, ,0.21,0.21,,,
PR_003,4,1.5,3.52,3.52, ,0.23,0.23,,,
PR_003,4,1.6,3.34,3.34, ,0.26,0.26,,,
PR_003,4,1.7,3.18,3.18, ,0.29,0.29,,,
PR_003,4,1.8,3.04,3.04, ,0.32,0.32,,,
PR_003,4,1.9,2.92,2.92, ,0.35,0.35,,,
PR_003,4,2.0,2.82,2.82, ,0.39,0.39,,,
PR_003,4,2.1,2.73,2.73, ,0.43,0.43,,,
PR_003,4,2.2,2.64,2.64, ,0.47,0.47,,,
PR_003,4,2.3,2.57,2.57, ,0.51,0.51,,,
PR_003,4,2.4,2.50,2.50, ,0.56,0.56,,,
PR_003,4,2.5,2.44,2.44, ,0.61,0.61,,,
PR_003,4,2.6,2.39,2.39, ,0.67,0.67,,,
PR_003,4,2.7,2.34,2.34, ,0.73,0.73,,,
PR_003,4,2.8,2.30,2.30, ,0.80,0.80,,,
PR_003,4,2.9,2.26,2.26, ,0.87,0.87,,,
PR_003,4,3.0,2.23,2.23, ,0.95,0.95,,,
PR_003,4,3.1,2.20,2.20, ,1.03,1.03,,,
PR_003,4.5,0.8,7.77,7.77, ,0.09,0.09,,,
PR_003,4.5,0.9,6.94,6.94, ,0.10,0.10,,,
PR_003,4.5,1.0,6.29,6.29, ,0.12,0.12,,,
PR_003,4.5,1.1,5.76,5.76, ,0.14,0.14,,,
PR_003,4.5,1.2,5.32,5.32, ,0.16,0.16,,,
PR_003,4.5,1.3,4.95,4.95, ,0.18,0.18,,,
PR_003,4.5,1.4,4.63,4.63, ,0.20,0.20,,,
PR_003,4.5,1.5,4.37,4.37, ,0.22,0.22,,,
PR_003,4.5,1.6,4.13,4.13, ,0.24,0.24,,,
PR_003,4.5,1.7,3.93,3.93, ,0.27,0.27,,,
PR_003,4.5,1.8,3.75,3.75, ,0.29,0.29,,,
PR_003,4.5,1.9,3.60,3.60, ,0.32,0.32,,,
PR_003,4.5,2.0,3.46,3.46, ,0.35,0.35,,,
PR_003,4.5,2.1,3.33,3.33, ,0.39,0.39,,,
PR_003,4.5,2.2,3.22,3.22, ,0.42,0.42,,,
PR_003,4.5,2.3,3.12,3.12, ,0.46,0.46,,,
PR_003,4.5,2.4,3.03,3.03, ,0.50,0.50,,,
PR_003,4.5,2.5,2.95,2.95, ,0.54,0.54,,,
PR_003,4.5,2.6,2.88,2.88, ,0.58,0.58,,,
PR_003,4.5,2.7,2.81,2.81, ,0.63,0.63,,,
PR_003,4.5,2.8,2.75,2.75, ,0.68,0.68,,,
PR_003,4.5,2.9,2.70,2.70, ,0.74,0.74,,,
PR_003,4.5,3.0,2.65,2.65, ,0.80,0.80,,,
PR_003,4.5,3.1,2.61,2.61, ,0.86,0.86,,,
PR_003,5,0.8,9.55,9.55, ,0.09,0.09,,,
PR_003,5,0.9,8.53,8.53, ,0.10,0.10,,,
PR_003,5,1.0,7.72,7.72, ,0.12,0.12,,,
PR_003,5,1.1,7.05,7.05, ,0.13,0.13,,,
PR_003,5,1.2,6.51,6.51, ,0.15,0.15,,,
PR_003,5,1.3,6.05,6.05, ,0.17,0.17,,,
PR_003,5,1.4,5.65,5.65, ,0.19,0.19,,,
PR_003,5,1.5,5.32,5.32, ,0.21,0.21,,,
PR_003,5,1.6,5.03,5.03, ,0.23,0.23,,,
PR_003,5,1.7,4.77,4.77, ,0.25,0.25,,,
PR_003,5,1.8,4.55,4.55, ,0.27,0.27,,,
PR_003,5,1.9,4.35,4.35, ,0.30,0.30,,,
PR_003,5,2.0,4.17,4.17, ,0.33,0.33,,,
PR_003,5,2.1,4.01,4.01, ,0.35,0.35,,,
PR_003,5,2.2,3.87,3.87, ,0.38,0.38,,,
PR_003,5,2.3,3.74,3.74, ,0.42,0.42,,,
PR_003,5,2.4,3.63,3.63, ,0.45,0.45,,,
PR_003,5,2.5,3.52,3.52, ,0.49,0.49,,,
PR_003,5,2.6,3.43,3.43, ,0.52,0.52,,,
PR_003,5,2.7,3.34,3.34, ,0.57,0.57,,,
PR_003,5,2.8,3.26,3.26, ,0.61,0.61,,,
PR_003,5,2.9,3.19,3.19, ,0.65,0.65,,,
PR_003,5,3.0,3.13,3.13, ,0.70,0.70,,,
PR_003,5,3.1,3.07,3.07, ,0.75,0.75,,,
PR_003,5.5,0.8,11.52,11.52, ,0.09,0.09,,,
PR_003,5.5,0.9,10.28,10.28, ,0.10,0.10,,,
PR_003,5.5,1.0,9.29,9.29, ,0.11,0.11,,,
PR_003,5.5,1.1,8.49,8.49, ,0.13,0.13,,,
PR_003,5.5,1.2,7.82,7.82, ,0.14,0.14,,,
PR_003,5.5,1.3,7.26,7.26, ,0.16,0.16,,,
PR_003,5.5,1.4,6.78,6.78, ,0.18,0.18,,,
PR_003,5.5,1.5,6.37,6.37, ,0.20,0.20,,,
PR_003,5.5,1.6,6.01,6.01, ,0.22,0.22,,,
PR_003,5.5,1.7,5.70,5.70, ,0.24,0.24,,,
PR_003,5.5,1.8,5.42,5.42, ,0.26,0.26,,,
PR_003,5.5,1.9,5.18,5.18, ,0.28,0.28,,,
PR_003,5.5,2.0,4.96,4.96, ,0.31,0.31,,,
PR_003,5.5,2.1,4.76,4.76, ,0.33,0.33,,,
PR_003,5.5,2.2,4.59,4.59, ,0.36,0.36,,,
PR_003,5.5,2.3,4.43,4.43, ,0.39,0.39,,,
PR_003,5.5,2.4,4.28,4.28, ,0.42,0.42,,,
PR_003,5.5,2.5,4.15,4.15, ,0.45,0.45,,,
PR_003,5.5,2.6,4.04,4.04, ,0.48,0.48,,,
PR_003,5.5,2.7,3.93,3.93, ,0.52,0.52,,,
PR_003,5.5,2.8,3.83,3.83, ,0.55,0.55,,,
PR_003,5.5,2.9,3.74,3.74, ,0.59,0.59,,,
PR_003,5.5,3.0,3.65,3.65, ,0.63,0.63,,,
PR_003,5.5,3.1,3.58,3.58, ,0.68,0.68,,,
PR_003,6,0.8,13.68,13.68, ,0.08,0.08,,,
PR_003,6,0.9,12.20,12.20, ,0.10,0.10,,,
PR_003,6,1.0,11.02,11.02, ,0.11,0.11,,,
PR_003,6,1.1,10.06,10.06, ,0.12,0.12,,,
PR_003,6,1.2,9.26,9.26, ,0.14,0.14,,,
PR_003,6,1.3,8.59,8.59, ,0.16,0.16,,,
PR_003,6,1.4,8.01,8.01, ,0.17,0.17,,,
PR_003,6,1.5,7.52,7.52, ,0.19,0.19,,,
PR_003,6,1.6,7.09,7.09, ,0.21,0.21,,,
PR_003,6,1.7,6.71,6.71, ,0.23,0.23,,,
PR_003,6,1.8,6.38,6.38, ,0.25,0.25,,,
PR_003,6,1.9,6.09,6.09, ,0.27,0.27,,,
