PROFIL,R51 Breite,R52 Stärke,R60,R61,R20,R40,R41,,,
PR_004,7.5,1.2,31.78,31.78, ,0.42,0.42,,,
PR_004,7.5,1.3,29.35,29.35, ,0.46,0.46,,,
PR_004,7.5,1.4,27.27,27.27, ,0.50,0.50,,,
PR_004,7.5,1.5,25.47,25.47, ,0.54,0.54,,,
PR_004,7.5,1.6,23.90,23.90, ,0.58,0.58,,,
PR_004,7.5,1.7,22.51,22.51, ,0.63,0.63,,,
PR_004,7.5,1.8,21.28,21.28, ,0.67,0.67,,,
PR_004,7.5,1.9,20.18,20.18, ,0.71,0.71,,,
PR_004,7.5,2.0,19.19,19.19, ,0.76,0.76,,,
PR_004,7.5,2.1,18.29,18.29, ,0.80,0.80,,,
PR_004,7.5,2.2,17.48,17.48, ,0.84,0.84,,,
PR_004,7.5,2.3,16.74,16.74, ,0.89,0.89,,,
PR_004,7.5,2.4,16.06,16.06, ,0.94,0.94,,,
PR_004,7.5,2.5,15.43,15.43, ,0.98,0.98,,,
PR_004,7.5,2.6,14.86,14.86, ,1.03,1.03,,,
PR_004,7.5,2.7,14.32,14.32, ,1.08,1.08,,,
PR_004,7.5,2.8,13.83,13.83, ,1.13,1.13,,,
PR_004,7.5,2.9,13.37,13.37, ,1.18,1.18,,,
PR_004,7.5,3.0,12.95,12.95, ,1.22,1.22,,,
PR_004,7.5,3.1,12.55,12.55, ,1.27,1.27,,,
PR_004,8,0.8,54.12,54.12, ,0.27,0.27,,,
PR_004,8,0.9,48.13,48.13, ,0.31,0.31,,,
PR_004,8,1.0,43.33,43.33, ,0.34,0.34,,,
PR_004,8,1.1,39.41,39.41, ,0.38,0.38,,,
PR_004,8,1.2,36.14,36.14, ,0.42,0.42,,,
PR_004,8,1.3,33.38,33.38, ,0.46,0.46,,,
PR_004,8,1.4,31.01,31.01, ,0.50,0.50,,,
PR_004,8,1.5,28.96,28.96, ,0.54,0.54,,,
PR_004,8,1.6,27.17,27.17, ,0.58,0.58,,,
PR_004,8,1.7,25.59,25.59, ,0.62,0.62,,,
PR_004,8,1.8,24.19,24.19, ,0.66,0.66,,,
PR_004,8,1.9,22.93,22.93, ,0.70,0.70,,,
PR_004,8,2.0,21.80,21.80, ,0.75,0.75,,,
PR_004,8,2.1,20.78,20.78, ,0.79,0.79,,,
PR_004,8,2.2,19.86,19.86, ,0.83,0.83,,,
PR_004,8,2.3,19.01,19.01, ,0.88,0.88,,,
PR_004,8,2.4,18.24,18.24, ,0.92,0.92,,,
PR_004,8,2.5,17.53,17.53, ,0.97,0.97,,,
PR_004,8,2.6,16.87,16.87, ,1.02,1.02,,,
PR_004,8,2.7,16.26,16.26, ,1.06,1.06,,,
PR_004,8,2.8,15.70,15.70, ,1.11,1.11,,,
PR_004,8,2.9,15.18,15.18, ,1.16,1.16,,,
PR_004,8,3.0,14.69,14.69, ,1.21,1.21,,,
PR_004,8,3.1,14.23,14.23, ,1.26,1.26,,,
PR_004,8.5,0.8,61.09,61.09, ,0.27,0.27,,,
PR_004,8.5,0.9,54.32,54.32, ,0.31,0.31,,,
PR_004,8.5,1.0,48.90,48.90, ,0.34,0.34,,,
PR_004,8.5,1.1,44.48,44.48, ,0.38,0.38,,,
PR_004,8.5,1.2,40.79,40.79, ,0.42,0.42,,,
PR_004,8.5,1.3,37.67,37.67, ,0.46,0.46,,,
PR_004,8.5,1.4,35.00,35.00, ,0.50,0.50,,,
PR_004,8.5,1.5,32.68,32.68, ,0.53,0.53,,,
PR_004,8.5,1.6,30.66,30.66, ,0.57,0.57,,,
PR_004,8.5,1.7,28.87,28.87, ,0.62,0.62,,,
PR_004,8.5,1.8,27.28,27.28, ,0.66,0.66,,,
PR_004,8.5,1.9,25.87,25.87, ,0.70,0.70,,,
PR_004,8.5,2.0,24.59,24.59, ,0.74,0.74,,,
PR_004,8.5,2.1,23.44,23.44, ,0.78,0.78,,,
PR_004,8.5,2.2,22.39,22.39, ,0.83,0.83,,,
PR_004,8.5,2.3,21.44,21.44, ,0.87,0.87,,,
PR_004,8.5,2.4,20.56,20.56, ,0.91,0.91,,,
PR_004,8.5,2.5,19.76,19.76, ,0.96,0.96,,,
PR_004,8.5,2.6,19.01,19.01, ,1.01,1.01,,,
PR_004,8.5,2.7,18.33,18.33, ,1.05,1.05,,,
PR_004,8.5,2.8,17.69,17.69, ,1.10,1.10,,,
PR_004,8.5,2.9,17.10,17.10, ,1.14,1.14,,,
PR_004,8.5,3.0,16.55,16.55, ,1.19,1.19,,,
PR_004,8.5,3.1,16.03,16.03, ,1.24,1.24,,,
PR_004,9,0.8,68.48,68.48, ,0.27,0.27,,,
PR_004,9,0.9,60.89,60.89, ,0.30,0.30,,,
PR_004,9,1.0,54.82,54.82, ,0.34,0.34,,,
PR_004,9,1.1,49.85,49.85, ,0.38,0.38,,,
PR_004,9,1.2,45.71,45.71, ,0.42,0.42,,,
PR_004,9,1.3,42.22,42.22, ,0.45,0.45,,,
PR_004,9,1.4,39.22,39.22, ,0.49,0.49,,,
PR_004,9,1.5,36.62,36.62, ,0.53,0.53,,,
PR_004,9,1.6,34.35,34.35, ,0.57,0.57,,,
PR_004,9,1.7,32.35,32.35, ,0.61,0.61,,,
PR_004,9,1.8,30.57,30.57, ,0.65,0.65,,,
PR_004,9,1.9,28.98,28.98, ,0.69,0.69,,,
PR_004,9,2.0,27.55,27.55, ,0.73,0.73,,,
PR_004,9,2.1,26.25,26.25, ,0.78,0.78,,,
PR_004,9,2.2,25.08,25.08, ,0.82,0.82,,,
PR_004,9,2.3,24.01,24.01, ,0.86,0.86,,,
PR_004,9,2.4,23.02,23.02, ,0.91,0.91,,,
PR_004,9,2.5,22.12,22.12, ,0.95,0.95,,,
PR_004,9,2.6,21.29,21.29, ,1.00,1.00,,,
PR_004,9,2.7,20.52,20.52, ,1.04,1.04,,,
PR_004,9,2.8,19.80,19.80, ,1.09,1.09,,,
PR_004,9,2.9,19.14,19.14, ,1.13,1.13,,,
PR_004,9,3.0,18.52,18.52, ,1.18,1.18,,,
PR_004,9,3.1,17.94,17.94, ,1.23,1.23,,,
PR_004,9.5,0.8,76.29,76.29, ,0.27,0.27,,,
PR_004,9.5,0.9,67.83,67.83, ,0.30,0.30,,,
PR_004,9.5,1.0,61.07,61.07, ,0.34,0.34,,,
PR_004,9.5,1.1,55.53,55.53, ,0.38,0.38,,,
PR_004,9.5,1.2,50.92,50.92, ,0.41,0.41,,,
PR_004,9.5,1.3,47.02,47.02, ,0.45,0.45,,,
PR_004,9.5,1.4,43.68,43.68, ,0.49,0.49,,,
PR_004,9.5,1.5,40.79,40.79, ,0.53,0.53,,,
PR_004,9.5,1.6,38.26,38.26, ,0.57,0.57,,,
PR_004,9.5,1.7,36.02,36.02, ,0.61,0.61,,,
PR_004,9.5,1.8,34.04,34.04, ,0.65,0.65,,,
PR_004,9.5,1.9,32.27,32.27, ,0.69,0.69,,,
PR_004,9.5,2.0,30.67,30.67, ,0.73,0.73,,,
PR_004,9.5,2.1,29.23,29.23, ,0.77,0.77,,,
PR_004,9.5,2.2,27.92,27.92, ,0.81,0.81,,,
PR_004,9.5,2.3,26.72,26.72, ,0.86,0.86,,,
PR_004,9.5,2.4,25.63,25.63, ,0.90,0.90,,,
PR_004,9.5,2.5,24.62,24.62, ,0.94,0.94,,,
PR_004,9.5,2.6,23.69,23.69, ,0.99,0.99,,,
PR_004,9.5,2.7,22.83,22.83, ,1.03,1.03,,,
PR_004,9.5,2.8,22.04,22.04, ,1.08,1.08,,,
PR_004,9.5,2.9,21.29,21.29, ,1.12,1.12,,,
PR_004,9.5,3.0,20.60,20.60, ,1.17,1.17,,,
PR_004,9.5,3.1,19.96,19.96, ,1.21,1.21,,,
PR_004,10,0.8,84.52,84.52, ,0.27,0.27,,,
PR_004,10,0.9,75.15,75.15, ,0.30,0.30,,,
PR_004,10,1.0,67.65,67.65, ,0.34,0.34,,,
PR_004,10,1.1,61.52,61.52, ,0.37,0.37,,,
PR_004,10,1.2,56.41,56.41, ,0.41,0.41,,,
PR_004,10,1.3,52.09,52.09, ,0.45,0.45,,,
PR_004,10,1.4,48.39,48.39, ,0.49,0.49,,,
PR_004,10,1.5,45.18,45.18, ,0.53,0.53,,,
PR_004,10,1.6,42.37,42.37, ,0.56,0.56,,,
PR_004,10,1.7,39.90,39.90, ,0.60,0.60,,,
PR_004,10,1.8,37.70,37.70, ,0.64,0.64,,,
PR_004,10,1.9,35.73,35.73, ,0.68,0.68,,,
PR_004,10,2.0,33.96,33.96, ,0.72,0.72,,,
PR_004,10,2.1,32.37,32.37, ,0.76,0.76,,,
PR_004,10,2.2,30.91,30.91, ,0.81,0.81,,,
PR_004,10,2.3,29.59,29.59, ,0.85,0.85,,,
PR_004,10,2.4,28.37,28.37, ,0.89,0.89,,,
PR_004,10,2.5,27.26,27.26, ,0.93,0.93,,,
PR_004,10,2.6,26.23,26.23, ,0.98,0.98,,,
PR_004,10,2.7,25.27,25.27, ,1.02,1.02,,,
PR_004,10,2.8,24.39,24.39, ,1.07,1.07,,,
PR_004,10,2.9,23.56,23.56, ,1.11,1.11,,,
PR_004,10,3.0,22.80,22.80, ,1.16,1.16,,,
PR_004,10,3.1,22.08,22.08, ,1.20,1.20,,,
PR_005,3,0.8,2.87,14.37, ,0.20,0.20,,,
PR_005,3,0.9,2.60,12.78, ,0.23,0.23,,,
PR_005,3,1.0,2.39,11.51, ,0.27,0.27,,,
PR_005,3,1.1,2.22,10.48, ,0.31,0.31,,,
PR_005,3,1.2,2.09,9.61, ,0.35,0.35,,,
PR_005,3,1.3,1.98,8.88, ,0.39,0.39,,,
PR_005,3,1.4,1.89,8.26, ,0.43,0.43,,,
PR_005,3,1.5,1.81,7.72, ,0.47,0.47,,,
PR_005,3,1.6,1.75,7.24, ,0.52,0.52,,,
PR_005,3,1.7,1.70,6.83, ,0.57,0.57,,,
PR_005,3,1.8,1.66,6.46, ,0.62,0.62,,,
PR_005,3,1.9,1.62,6.13, ,0.68,0.68,,,
PR_005,3,2.0,1.59,5.83, ,0.74,0.74,,,
PR_005,3,2.1,1.57,5.56, ,0.80,0.80,,,
PR_005,3,2.2,1.55,5.32, ,0.86,0.86,,,
PR_005,3,2.3,1.53,5.10, ,0.92,0.92,,,
PR_005,3,2.4,1.52,4.89, ,0.99,0.99,,,
PR_005,3,2.5,1.51,4.71, ,1.06,1.06,,,
PR_005,3,2.6,1.51,4.54, ,1.14,1.14,,,
PR_005,3,2.7,1.50,4.38, ,1.22,1.22,,,
PR_005,3,2.8,1.50,4.23, ,1.30,1.30,,,
PR_005,3,2.9,1.50,4.10, ,1.41,1.41,,,
PR_005,3,3.0,1.50,3.97, ,1.50,1.50,,,
PR_005,3,3.1,0.00,0.00, ,0.00,0.00,,,
PR_005,3.5,0.8,3.83,19.54, ,0.19,0.19,,,
PR_005,3.5,0.9,3.45,17.38, ,0.22,0.22,,,
PR_005,3.5,1.0,3.16,15.65, ,0.26,0.26,,,
PR_005,3.5,1.1,2.92,14.24, ,0.29,0.29,,,
PR_005,3.5,1.2,2.73,13.06, ,0.33,0.33,,,
PR_005,3.5,1.3,2.57,12.07, ,0.36,0.36,,,
PR_005,3.5,1.4,2.44,11.21, ,0.40,0.40,,,
PR_005,3.5,1.5,2.32,10.48, ,0.44,0.44,,,
PR_005,3.5,1.6,2.23,9.83, ,0.49,0.49,,,
PR_005,3.5,1.7,2.15,9.26, ,0.53,0.53,,,
PR_005,3.5,1.8,2.08,8.76, ,0.58,0.58,,,
PR_005,3.5,1.9,2.02,8.31, ,0.63,0.63,,,
PR_005,3.5,2.0,1.98,7.90, ,0.68,0.68,,,
PR_005,3.5,2.1,1.93,7.53, ,0.73,0.73,,,
PR_005,3.5,2.2,1.90,7.20, ,0.78,0.78,,,
PR_005,3.5,2.3,1.87,6.90, ,0.84,0.84,,,
PR_005,3.5,2.4,1.84,6.62, ,0.90,0.90,,,
PR_005,3.5,2.5,1.82,6.36, ,0.96,0.96,,,
PR_005,3.5,2.6,1.80,6.13, ,1.02,1.02,,,
PR_005,3.5,2.7,1.79,5.91, ,1.09,1.09,,,
PR_005,3.5,2.8,1.77,5.71, ,1.16,1.16,,,
PR_005,3.5,2.9,1.76,5.52, ,1.23,1.23,,,
PR_005,3.5,3.0,1.76,5.35, ,1.30,1.30,,,
PR_005,3.5,3.1,1.75,5.19, ,1.38,1.38,,,
PR_005,4,0.8,4.93,25.51, ,0.19,0.19,,,
PR_005,4,0.9,4.43,22.69, ,0.22,0.22,,,
PR_005,4,1.0,4.04,20.43, ,0.25,0.25,,,
PR_005,4,1.1,3.72,18.58, ,0.28,0.28,,,
PR_005,4,1.2,3.46,17.04, ,0.31,0.31,,,
PR_005,4,1.3,3.25,15.74, ,0.35,0.35,,,
PR_005,4,1.4,3.07,14.63, ,0.38,0.38,,,
PR_005,4,1.5,2.91,13.66, ,0.42,0.42,,,
PR_005,4,1.6,2.78,12.82, ,0.46,0.46,,,
PR_005,4,1.7,2.67,12.07, ,0.50,0.50,,,
PR_005,4,1.8,2.57,11.41, ,0.54,0.54,,,
PR_005,4,1.9,2.49,10.82, ,0.59,0.59,,,
PR_005,4,2.0,2.42,10.29, ,0.63,0.63,,,
PR_005,4,2.1,2.35,9.81, ,0.68,0.68,,,
PR_005,4,2.2,2.30,9.37, ,0.73,0.73,,,
PR_005,4,2.3,2.25,8.97, ,0.78,0.78,,,
PR_005,4,2.4,2.21,8.61, ,0.83,0.83,,,
PR_005,4,2.5,2.17,8.27, ,0.89,0.89,,,
PR_005,4,2.6,2.14,7.97, ,0.94,0.94,,,
PR_005,4,2.7,2.11,7.68, ,1.00,1.00,,,
PR_005,4,2.8,2.09,7.42, ,1.06,1.06,,,
PR_005,4,2.9,2.07,7.17, ,1.12,1.12,,,
PR_005,4,3.0,2.05,6.94, ,1.19,1.19,,,
PR_005,4,3.1,2.04,6.73, ,1.25,1.25,,,
PR_005,4.5,0.8,6.19,32.28, ,0.18,0.18,,,
PR_005,4.5,0.9,5.55,28.70, ,0.21,0.21,,,
PR_005,4.5,1.0,5.04,25.84, ,0.24,0.24,,,
PR_005,4.5,1.1,4.64,23.50, ,0.27,0.27,,,
PR_005,4.5,1.2,4.30,21.55, ,0.30,0.30,,,
PR_005,4.5,1.3,4.02,19.90, ,0.33,0.33,,,
PR_005,4.5,1.4,3.78,18.49, ,0.37,0.37,,,
PR_005,4.5,1.5,3.58,17.27, ,0.40,0.40,,,
PR_005,4.5,1.6,3.41,16.20, ,0.44,0.44,,,
PR_005,4.5,1.7,3.26,15.26, ,0.48,0.48,,,
PR_005,4.5,1.8,3.13,14.42, ,0.52,0.52,,,
PR_005,4.5,1.9,3.02,13.67, ,0.56,0.56,,,
PR_005,4.5,2.0,2.92,12.99, ,0.60,0.60,,,
PR_005,4.5,2.1,2.83,12.39, ,0.64,0.64,,,
PR_005,4.5,2.2,2.76,11.83, ,0.69,0.69,,,
PR_005,4.5,2.3,2.69,11.33, ,0.74,0.74,,,
PR_005,4.5,2.4,2.63,10.87, ,0.78,0.78,,,
PR_005,4.5,2.5,2.57,10.44, ,0.83,0.83,,,
PR_005,4.5,2.6,2.53,10.05, ,0.88,0.88,,,
PR_005,4.5,2.7,2.49,9.69, ,0.94,0.94,,,
PR_005,4.5,2.8,2.45,9.35, ,0.99,0.99,,,
PR_005,4.5,2.9,2.42,9.04, ,1.05,1.05,,,
PR_005,4.5,3.0,2.39,8.75, ,1.10,1.10,,,
PR_005,4.5,3.1,2.36,8.47, ,1.16,1.16,,,
PR_005,5,0.8,7.59,39.84, ,0.18,0.18,,,
PR_005,5,0.9,6.79,35.43, ,0.21,0.21,,,
PR_005,5,1.0,6.17,31.89, ,0.23,0.23,,,
PR_005,5,1.1,5.66,29.00, ,0.26,0.26,,,
PR_005,5,1.2,5.24,26.60, ,0.29,0.29,,,
PR_005,5,1.3,4.88,24.56, ,0.32,0.32,,,
PR_005,5,1.4,4.59,22.81, ,0.36,0.36,,,
PR_005,5,1.5,4.33,21.30, ,0.39,0.39,,,
PR_005,5,1.6,4.11,19.98, ,0.43,0.43,,,
PR_005,5,1.7,3.92,18.82, ,0.46,0.46,,,
PR_005,5,1.8,3.75,17.78, ,0.50,0.50,,,
PR_005,5,1.9,3.61,16.85, ,0.54,0.54,,,
PR_005,5,2.0,3.48,16.02, ,0.58,0.58,,,
PR_005,5,2.1,3.37,15.27, ,0.62,0.62,,,
PR_005,5,2.2,3.26,14.58, ,0.66,0.66,,,
PR_005,5,2.3,3.17,13.96, ,0.70,0.70,,,
PR_005,5,2.4,3.09,13.39, ,0.75,0.75,,,
PR_005,5,2.5,3.02,12.86, ,0.79,0.79,,,
PR_005,5,2.6,2.96,12.38, ,0.84,0.84,,,
PR_005,5,2.7,2.90,11.93, ,0.89,0.89,,,
PR_005,5,2.8,2.85,11.51, ,0.94,0.94,,,
PR_005,5,2.9,2.80,11.12, ,0.99,0.99,,,
PR_005,5,3.0,2.76,10.76, ,1.04,1.04,,,
PR_005,5,3.1,2.72,10.42, ,1.09,1.09,,,
PR_005,5.5,0.8,9.14,48.20, ,0.18,0.18,,,
PR_005,5.5,0.9,8.17,42.86, ,0.20,0.20,,,
PR_005,5.5,1.0,7.40,38.58, ,0.23,0.23,,,
PR_005,5.5,1.1,6.78,35.08, ,0.26,0.26,,,
PR_005,5.5,1.2,6.27,32.17, ,0.29,0.29,,,
PR_005,5.5,1.3,5.84,29.70, ,0.32,0.32,,,
PR_005,5.5,1.4,5.47,27.59, ,0.35,0.35,,,
PR_005,5.5,1.5,5.16,25.76, ,0.38,0.38,,,
PR_005,5.5,1.6,4.89,24.16, ,0.41,0.41,,,
PR_005,5.5,1.7,4.65,22.75, ,0.45,0.45,,,
PR_005,5.5,1.8,4.44,21.49, ,0.48,0.48,,,
PR_005,5.5,1.9,4.26,20.37, ,0.52,0.52,,,
PR_005,5.5,2.0,4.10,19.36, ,0.56,0.56,,,
PR_005,5.5,2.1,3.96,18.45, ,0.59,0.59,,,
PR_005,5.5,2.2,3.83,17.62, ,0.63,0.63,,,
PR_005,5.5,2.3,3.71,16.87, ,0.67,0.67,,,
PR_005,5.5,2.4,3.61,16.17, ,0.71,0.71,,,
PR_005,5.5,2.5,3.52,15.54, ,0.76,0.76,,,
PR_005,5.5,2.6,3.43,14.95, ,0.80,0.80,,,
PR_005,5.5,2.7,3.36,14.40, ,0.85,0.85,,,
PR_005,5.5,2.8,3.29,13.90, ,0.89,0.89,,,
PR_005,5.5,2.9,3.23,13.43, ,0.94,0.94,,,
PR_005,5.5,3.0,3.17,12.99, ,0.99,0.99,,,
PR_005,5.5,3.1,3.12,12.58, ,1.04,1.04,,,
PR_005,6,0.8,10.83,57.36, ,0.17,0.17,,,
PR_005,6,0.9,9.68,50.99, ,0.20,0.20,,,
PR_005,6,1.0,8.76,45.90, ,0.23,0.23,,,
PR_005,6,1.1,8.02,41.74, ,0.25,0.25,,,
PR_005,6,1.2,7.40,38.27, ,0.28,0.28,,,
PR_005,6,1.3,6.88,35.34, ,0.31,0.31,,,
PR_005,6,1.4,6.44,32.82, ,0.34,0.34,,,
PR_005,6,1.5,6.06,30.64, ,0.37,0.37,,,
PR_005,6,1.6,5.73,28.74, ,0.40,0.40,,,
PR_005,6,1.7,5.45,27.06, ,0.44,0.44,,,
PR_005,6,1.8,5.20,25.56, ,0.47,0.47,,,
PR_005,6,1.9,4.98,24.23, ,0.50,0.50,,,
PR_005,6,2.0,4.78,23.03, ,0.54,0.54,,,
PR_005,6,2.1,4.60,21.94, ,0.57,0.57,,,
PR_005,6,2.2,4.44,20.95, ,0.61,0.61,,,
PR_005,6,2.3,4.30,20.05, ,0.65,0.65,,,
PR_005,6,2.4,4.18,19.22, ,0.69,0.69,,,
PR_005,6,2.5,4.06,18.46, ,0.73,0.73,,,
PR_005,6,2.6,3.96,17.76, ,0.77,0.77,,,
PR_005,6,2.7,3.86,17.12, ,0.81,0.81,,,
PR_005,6,2.8,3.78,16.51, ,0.86,0.86,,,
PR_005,6,2.9,3.70,15.95, ,0.90,0.90,,,
PR_005,6,3.0,3.63,15.43, ,0.95,0.95,,,
PR_005,6,3.1,3.56,14.94, ,1.00,1.00,,,
PR_005,6.5,0.8,12.68,67.31, ,0.17,0.17,,,
PR_005,6.5,0.9,11.32,59.84, ,0.20,0.20,,,
PR_005,6.5,1.0,10.24,53.86, ,0.22,0.22,,,
PR_005,6.5,1.1,9.36,48.98, ,0.25,0.25,,,
PR_005,6.5,1.2,8.63,44.91, ,0.28,0.28,,,
PR_005,6.5,1.3,8.02,41.46, ,0.30,0.30,,,
PR_005,6.5,1.4,7.49,38.51, ,0.33,0.33,,,
PR_005,6.5,1.5,7.05,35.95, ,0.36,0.36,,,
PR_005,6.5,1.6,6.66,33.71, ,0.39,0.39,,,
PR_005,6.5,1.7,6.32,31.74, ,0.43,0.43,,,
PR_005,6.5,1.8,6.02,29.99, ,0.46,0.46,,,
PR_005,6.5,1.9,5.75,28.42, ,0.49,0.49,,,
PR_005,6.5,2.0,5.52,27.01, ,0.52,0.52,,,
PR_005,6.5,2.1,5.30,25.73, ,0.56,0.56,,,
PR_005,6.5,2.2,5.12,24.57, ,0.60,0.60,,,
PR_005,6.5,2.3,4.94,23.51, ,0.63,0.63,,,
PR_005,6.5,2.4,4.79,22.54, ,0.67,0.67,,,
PR_005,6.5,2.5,4.65,21.65, ,0.71,0.71,,,
PR_005,6.5,2.6,4.52,20.83, ,0.75,0.75,,,
PR_005,6.5,2.7,4.41,20.06, ,0.79,0.79,,,
PR_005,6.5,2.8,4.30,19.36, ,0.83,0.83,,,
PR_005,6.5,2.9,4.21,18.70, ,0.87,0.87,,,
PR_005,6.5,3.0,4.12,18.09, ,0.92,0.92,,,
PR_005,6.5,3.1,4.04,17.51, ,0.96,0.96,,,
PR_005,7,0.8,14.67,78.06, ,0.17,0.17,,,
PR_005,7,0.9,13.09,69.39, ,0.20,0.20,,,
PR_005,7,1.0,11.83,62.46, ,0.22,0.22,,,
PR_005,7,1.1,10.81,56.79, ,0.25,0.25,,,
PR_005,7,1.2,9.96,52.07, ,0.27,0.27,,,
PR_005,7,1.3,9.24,48.07, ,0.30,0.30,,,
PR_005,7,1.4,8.63,44.65, ,0.33,0.33,,,
PR_005,7,1.5,8.11,41.68, ,0.36,0.36,,,
PR_005,7,1.6,7.65,39.09, ,0.39,0.39,,,
PR_005,7,1.7,7.25,36.80, ,0.42,0.42,,,
PR_005,7,1.8,6.90,34.76, ,0.45,0.45,,,
PR_005,7,1.9,6.59,32.94, ,0.48,0.48,,,
PR_005,7,2.0,6.31,31.30, ,0.51,0.51,,,
PR_005,7,2.1,6.06,29.82, ,0.55,0.55,,,
PR_005,7,2.2,5.84,28.48, ,0.58,0.58,,,
PR_005,7,2.3,5.64,27.25, ,0.62,0.62,,,
PR_005,7,2.4,5.45,26.12, ,0.65,0.65,,,
PR_005,7,2.5,5.29,25.09, ,0.69,0.69,,,
PR_005,7,2.6,5.14,24.13, ,0.73,0.73,,,
PR_005,7,2.7,5.00,23.25, ,0.77,0.77,,,
PR_005,7,2.8,4.87,22.43, ,0.81,0.81,,,
PR_005,7,2.9,4.76,21.66, ,0.85,0.85,,,
PR_005,7,3.0,4.65,20.95, ,0.89,0.89,,,
PR_005,7,3.1,4.55,20.29, ,0.93,0.93,,,
PR_005,7.5,0.8,16.81,89.60, ,0.17,0.17,,,
PR_005,7.5,0.9,14.99,79.65, ,0.19,0.19,,,
PR_005,7.5,1.0,13.54,71.70, ,0.22,0.22,,,
PR_005,7.5,1.1,12.36,65.19, ,0.24,0.24,,,
PR_005,7.5,1.2,11.38,59.77, ,0.27,0.27,,,
PR_005,7.5,1.3,10.56,55.18, ,0.30,0.30,,,
PR_005,7.5,1.4,9.85,51.25, ,0.32,0.32,,,
PR_005,7.5,1.5,9.25,47.84, ,0.35,0.35,,,
PR_005,7.5,1.6,8.72,44.86, ,0.38,0.38,,,
PR_005,7.5,1.7,8.26,42.23, ,0.41,0.41,,,
PR_005,7.5,1.8,7.85,39.89, ,0.44,0.44,,,
PR_005,7.5,1.9,7.49,37.80, ,0.47,0.47,,,
PR_005,7.5,2.0,7.17,35.92, ,0.50,0.50,,,
PR_005,7.5,2.1,6.88,34.22, ,0.54,0.54,,,
PR_005,7.5,2.2,6.62,32.68, ,0.57,0.57,,,
PR_005,7.5,2.3,6.38,31.26, ,0.60,0.60,,,
PR_005,7.5,2.4,6.17,29.97, ,0.64,0.64,,,
PR_005,7.5,2.5,5.97,28.78, ,0.67,0.67,,,
PR_005,7.5,2.6,5.79,27.68, ,0.71,0.71,,,
PR_005,7.5,2.7,5.63,26.67, ,0.75,0.75,,,
PR_005,7.5,2.8,5.48,25.73, ,0.78,0.78,,,
PR_005,7.5,2.9,5.35,24.85, ,0.82,0.82,,,
PR_005,7.5,3.0,5.22,24.03, ,0.86,0.86,,,
PR_005,7.5,3.1,5.10,23.26, ,0.90,0.90,,,
PR_005,8,0.8,19.09,101.94, ,0.17,0.17,,,
PR_005,8,0.9,17.02,90.62, ,0.19,0.19,,,
PR_005,8,1.0,15.37,81.57, ,0.22,0.22,,,
PR_005,8,1.1,14.02,74.16, ,0.24,0.24,,,
PR_005,8,1.2,12.91,67.99, ,0.27,0.27,,,
PR_005,8,1.3,11.96,62.77, ,0.29,0.29,,,
PR_005,8,1.4,11.16,58.30, ,0.32,0.32,,,
PR_005,8,1.5,10.47,54.42, ,0.35,0.35,,,
PR_005,8,1.6,9.86,51.03, ,0.38,0.38,,,
PR_005,8,1.7,9.34,48.04, ,0.40,0.40,,,
PR_005,8,1.8,8.87,45.38, ,0.43,0.43,,,
PR_005,8,1.9,8.45,43.00, ,0.46,0.46,,,
PR_005,8,2.0,8.08,40.86, ,0.49,0.49,,,
PR_005,8,2.1,7.75,38.92, ,0.53,0.53,,,
PR_005,8,2.2,7.45,37.16, ,0.56,0.56,,,
PR_005,8,2.3,7.18,35.56, ,0.59,0.59,,,
PR_005,8,2.4,6.93,34.08, ,0.62,0.62,,,
PR_005,8,2.5,6.70,32.73, ,0.66,0.66,,,
PR_005,8,2.6,6.50,31.48, ,0.69,0.69,,,
PR_005,8,2.7,6.31,30.33, ,0.73,0.73,,,
PR_005,8,2.8,6.14,29.25, ,0.77,0.77,,,
PR_005,8,2.9,5.98,28.25, ,0.80,0.80,,,
PR_005,8,3.0,5.83,27.32, ,0.84,0.84,,,
PR_005,8,3.1,5.69,26.45, ,0.88,0.88,,,
PR_005,8.5,0.8,21.53,115.07, ,0.17,0.17,,,
PR_005,8.5,0.9,19.19,102.30, ,0.19,0.19,,,
PR_005,8.5,1.0,17.32,92.08, ,0.21,0.21,,,
PR_005,8.5,1.1,15.79,83.72, ,0.24,0.24,,,
PR_005,8.5,1.2,14.53,76.75, ,0.26,0.26,,,
PR_005,8.5,1.3,13.46,70.85, ,0.29,0.29,,,
PR_005,8.5,1.4,12.55,65.80, ,0.32,0.32,,,
PR_005,8.5,1.5,11.77,61.43, ,0.34,0.34,,,
PR_005,8.5,1.6,11.08,57.60, ,0.37,0.37,,,
PR_005,8.5,1.7,10.48,54.22, ,0.40,0.40,,,
PR_005,8.5,1.8,9.95,51.22, ,0.43,0.43,,,
PR_005,8.5,1.9,9.48,48.53, ,0.46,0.46,,,
PR_005,8.5,2.0,9.06,46.11, ,0.49,0.49,,,
PR_005,8.5,2.1,8.68,43.93, ,0.52,0.52,,,
PR_005,8.5,2.2,8.33,41.94, ,0.55,0.55,,,
PR_005,8.5,2.3,8.02,40.13, ,0.58,0.58,,,
PR_005,8.5,2.4,7.74,38.46, ,0.61,0.61,,,
PR_005,8.5,2.5,7.48,36.93, ,0.65,0.65,,,
PR_005,8.5,2.6,7.25,35.52, ,0.68,0.68,,,
