200,200,4500,176678356.51
200,200,4550,178394151.653
200,200,4600,180109946.796
200,200,4650,181825741.938
200,200,4700,183541537.081
200,200,4750,185257332.224
200,200,4800,186973127.366
200,200,4850,188688922.509
200,200,4900,190404717.652
200,200,4950,192120512.794
200,200,5000,193836307.937
200,200,5050,195552103.079
200,200,5100,197267898.222
200,200,5150,198983693.365
200,200,5200,200699488.507
200,200,5250,202415283.65
200,200,5300,204131078.793
200,200,5350,205846873.935
200,200,5400,207562669.078
200,200,5450,209278464.221
200,200,5500,210994259.363
200,200,5550,212710054.506
200,200,5600,214425849.649
200,200,5650,216141644.791
200,200,5700,217857439.934
200,200,5750,219573235.077
200,200,5800,221289030.219
200,200,5850,223004825.362
200,200,5900,224720620.505
200,200,5950,226436415.647
200,200,6000,228152210.79
200,200,6050,229868005.933
200,200,6100,231583801.075
200,200,6150,233299596.218
200,200,6200,235015391.361
200,200,6250,236731186.503
200,200,6300,238446981.646
200,200,6350,240162776.789
200,200,6400,241878571.931
200,200,6450,243594367.074
200,200,6500,245310162.217
200,200,6550,247025957.359
200,200,6600,248741752.502
200,200,6650,250457547.645
200,200,6700,252173342.787
200,200,6750,253889137.93
200,200,6800,255604933.073
200,200,6850,257320728.215
200,200,6900,259036523.358
200,200,6950,260752318.501
200,200,7000,262468113.643
200,200,7050,264183908.786
200,200,7100,265899703.929
200,200,7150,267615499.071
200,200,7200,269331294.214
200,200,7250,271047089.356
200,200,7300,272762884.499
200,200,7350,274478679.642
200,200,7400,276194474.784
200,200,7450,277910269.927
200,200,7500,279626065.07
200,200,7550,281341860.212
200,200,7600,283057655.355
200,220,4500,210529484.27
200,220,4550,212550653.013
200,220,4600,214571821.757
200,220,4650,216592990.5
200,220,4700,218614159.244
200,220,4750,220635327.987
200,220,4800,222656496.731
200,220,4850,224677665.474
200,220,4900,226698834.218
200,220,4950,228720002.962
200,220,5000,230741171.705
200,220,5050,232762340.449
200,220,5100,234783509.192
200,220,5150,236804677.936
200,220,5200,238825846.679
200,220,5250,240847015.423
200,220,5300,242868184.166
200,220,5350,244889352.91
200,220,5400,246910521.653
200,220,5450,248931690.397
200,220,5500,250952859.14
200,220,5550,252974027.884
200,220,5600,254995196.627
200,220,5650,257016365.371
200,220,5700,259037534.115
200,220,5750,261058702.858
200,220,5800,263079871.602
200,220,5850,265101040.345
200,220,5900,267122209.089
200,220,5950,269143377.832
200,220,6000,271164546.576
